Time [s],Channel 0,Channel 1
2.972473000,1,1
2.972473500,0,0
2.972474000,1,0
2.972474500,0,0
2.972474750,1,0
2.972475250,0,0
2.972475500,0,1
2.972475750,1,1
2.972476250,0,1
2.972476750,1,1
2.972477250,0,1
2.972477750,1,1
2.972478250,0,0
2.972478750,1,0
2.972479250,0,0
2.972479750,1,0
2.972480250,0,0
2.972480750,1,0
2.972481250,0,1
2.972481750,1,1
2.972482250,0,0
2.972482750,1,0
2.972483250,0,1
2.972483750,1,1
2.972484250,0,0
2.972484500,1,0
2.972485000,0,0
2.972485250,0,1
2.972485500,1,1
2.972486000,0,0
2.972486250,0,1
2.972486500,1,1
2.972487000,0,0
2.972487500,1,0
2.972488000,0,0
2.972488500,1,0
2.972489000,0,0
2.972489500,1,0
2.972490000,0,1
2.972490500,1,1
2.972491000,0,1
2.972491500,1,1
2.972492000,0,1
2.972492500,1,1
2.972493000,0,1
2.972493500,1,1
2.972494000,0,0
2.972494500,1,0
2.972494750,0,0
2.972495250,1,0
2.972495750,0,0
2.972496250,1,0
2.972496750,0,1
2.972497250,1,1
2.972497750,0,1
2.972498250,1,1
2.972498750,0,0
2.972499250,1,0
2.972499750,0,0
2.972500250,1,0
2.972500750,0,0
2.972501250,1,0
2.972501750,0,1
2.972502250,1,1
2.972502750,0,1
2.972503250,1,1
2.972503750,0,1
2.972504250,1,1
2.972504750,0,0
2.972505000,1,0
2.972505500,0,0
2.972506000,1,0
2.972506500,0,0
2.972506750,0,1
2.972507000,1,1
2.972507500,0,1
2.972508000,1,1
2.972508500,0,0
2.972509000,1,0
2.972509500,0,0
2.972510000,1,0
2.972510500,0,1
2.972511000,1,1
2.972511500,0,1
2.972512000,1,1
2.972512500,0,0
2.972513000,1,0
2.972513500,0,0
2.972514000,1,0
2.972514500,0,0
2.972515000,1,0
2.972515250,0,0
2.972515500,0,1
2.972515750,1,1
2.972516250,0,0
2.972516500,0,1
2.972516750,1,1
2.972517250,0,1
2.972517750,1,1
2.972518250,0,0
2.972518750,1,0
2.972519250,0,0
2.972519750,1,0
2.972520250,0,1
2.972520750,1,1
2.972521250,0,1
2.972521750,1,1
2.972522250,0,0
2.972522750,1,0
2.972523250,0,0
2.972523750,1,0
2.972524250,0,1
2.972524750,1,1
2.972525250,0,0
2.972525500,1,0
2.972526000,0,0
2.972526250,0,1
2.972526500,1,1
2.972527000,0,0
2.972527500,1,0
2.972528000,0,1
2.972528500,1,1
2.972529000,0,0
2.972529500,1,0
2.972530000,0,1
2.972530500,1,1
2.972531000,0,1
2.972531500,1,1
2.972532000,0,0
2.972532500,1,0
2.972533000,0,0
2.972533500,1,0
2.972534000,0,1
2.972534500,1,1
2.972535000,0,0
2.972535500,1,0
2.972535750,0,0
2.972536000,0,1
2.972536250,1,1
2.972536750,0,0
2.972537250,1,0
2.972537750,0,0
2.972538250,1,0
2.972538750,0,1
2.972539250,1,1
2.972539750,0,1
2.972540250,1,1
2.972540750,0,1
2.972541250,1,1
2.972541750,0,0
2.972542250,1,0
2.972542750,0,0
2.972543250,1,0
2.972543750,0,1
2.972544250,1,1
2.972544750,0,1
2.972545250,1,1
2.972545750,0,0
2.972546000,1,0
2.972546500,0,0
2.972547000,1,0
2.972547500,0,1
2.972548000,1,1
2.972548500,0,0
2.972549000,1,0
2.972549500,0,0
2.972550000,1,0
2.972550500,0,1
2.972551000,1,1
2.972551500,0,1
2.972552000,1,1
2.972552500,0,0
2.972553000,1,0
2.972553500,0,1
2.972554000,1,1
2.972554500,0,1
2.972555000,1,1
2.972555500,0,0
2.972556000,1,0
2.972556250,0,0
2.972556750,1,0
2.972557250,0,0
2.972557750,1,0
2.972558250,0,1
2.972558750,1,1
2.972559250,0,1
2.972559750,1,1
2.972560250,0,1
2.972560750,1,1
2.972561250,0,0
2.972561750,1,0
2.972562250,0,0
2.972562750,1,0
2.972563250,0,0
2.972563750,1,0
2.972564250,0,1
2.972564750,1,1
2.972565250,0,1
2.972565750,1,1
2.972566250,0,0
2.972566500,1,0
2.972567000,0,0
2.972567250,0,1
2.972567500,1,1
2.972568000,0,0
2.972568500,1,0
2.972569000,0,1
2.972569500,1,1
2.972570000,0,0
2.972570500,1,0
2.972571000,0,1
2.972571500,1,1
2.972572000,0,1
2.972572500,1,1
2.972573000,0,0
2.972573500,1,0
2.972574000,0,0
2.972574500,1,0
2.972575000,0,0
2.972575500,1,0
2.972576000,0,1
2.972576500,1,1
2.972576750,0,0
2.972577000,0,1
2.972577250,1,1
2.972577750,0,0
2.972578250,1,0
2.972578750,0,0
2.972579250,1,0
2.972579750,0,1
2.972580250,1,1
2.972580750,0,1
2.972581250,1,1
2.972581750,0,0
2.972582250,1,0
2.972582750,0,1
2.972583250,1,1
2.972583750,0,0
2.972584250,1,0
2.972584750,0,1
2.972585250,1,1
2.972585750,0,0
2.972586250,1,0
2.972586750,0,1
2.972587000,1,1
2.972587500,0,0
2.972588000,1,0
2.972588500,0,1
2.972589000,1,1
2.972589500,0,0
2.972590000,1,0
2.972590500,0,0
2.972591000,1,0
2.972591500,0,1
2.972592000,1,1
2.972592500,0,1
2.972593000,1,1
2.972593500,0,0
2.972594000,1,0
2.972594500,0,1
2.972595000,1,1
2.972595500,0,0
2.972596000,1,0
2.972596500,0,1
2.972596750,1,1
2.972597250,0,0
2.972597500,0,1
2.972597750,1,1
2.972598250,0,0
2.972598750,1,0
2.972599250,0,0
2.972599750,1,0
2.972600250,0,0
2.972600750,1,0
2.972601250,0,0
2.972601750,1,0
2.972602250,0,1
2.972602750,1,1
2.972603000,1,0
2.972603250,0,1
2.972603750,1,1
2.972604250,0,1
2.972604750,1,1
2.972605250,0,0
2.972605750,1,0
2.972606250,0,1
2.972606750,1,1
2.972607000,0,0
2.972607500,1,0
2.972608000,0,0
2.972608250,0,1
2.972608500,1,1
2.972609000,0,0
2.972609500,1,0
2.972610000,0,1
2.972610500,1,1
2.972611000,0,0
2.972611500,1,0
2.972612000,0,0
2.972612500,1,0
2.972613000,0,1
2.972613500,1,1
2.972614000,0,1
2.972614500,1,1
2.972615000,0,0
2.972615500,1,0
2.972616000,0,0
2.972616500,1,0
2.972617000,0,1
2.972617250,1,1
2.972617750,0,0
2.972618000,0,1
2.972618250,1,1
2.972618750,0,0
2.972619250,1,0
2.972619750,0,1
2.972620250,1,1
2.972620750,0,0
2.972621250,1,0
2.972621750,0,1
2.972622250,1,1
2.972622750,0,0
2.972623250,1,0
2.972623750,0,0
2.972624250,1,0
2.972624750,0,1
2.972625250,1,1
2.972625750,0,1
2.972626250,1,1
2.972626750,0,0
2.972627250,1,0
2.972627500,0,0
2.972628000,1,0
2.972628500,0,0
2.972628750,0,1
2.972629000,1,1
2.972629500,0,1
2.972630000,1,1
2.972630500,0,0
2.972631000,1,0
2.972631500,0,0
2.972632000,1,0
2.972632500,0,0
2.972633000,1,0
2.972633500,0,1
2.972634000,1,1
2.972634500,0,1
2.972635000,1,1
2.972635500,0,1
2.972636000,1,1
2.972636500,0,0
2.972637000,1,0
2.972637500,0,1
2.972637750,1,1
2.972638250,0,0
2.972638750,1,0
2.972639250,0,0
2.972639500,0,1
2.972639750,1,1
2.972640250,0,1
2.972640750,1,1
2.972641250,0,0
2.972641750,1,0
2.972642250,0,0
2.972642750,1,0
2.972643250,0,0
2.972643750,1,0
2.972644250,0,0
2.972644750,1,0
2.972645250,0,1
2.972645750,1,1
2.972646000,1,0
2.972646250,0,1
2.972646750,1,1
2.972647250,0,0
2.972647750,1,0
2.972648000,0,0
2.972648250,0,1
2.972648500,1,1
2.972649000,0,0
2.972649250,0,1
2.972649500,1,1
2.972650000,0,0
2.972650500,1,0
2.972651000,0,0
2.972651500,1,0
2.972652000,0,1
2.972652500,1,1
2.972653000,0,1
2.972653500,1,1
2.972654000,0,0
2.972654500,1,0
2.972655000,0,0
2.972655500,1,0
2.972656000,0,1
2.972656500,1,1
2.972657000,0,1
2.972657500,1,1
2.972658000,0,0
2.972658250,1,0
2.972658750,0,0
2.972659250,1,0
2.972659750,0,0
2.972660000,0,1
2.972660250,1,1
2.972660750,0,0
2.972661250,1,0
2.972661750,0,1
2.972662250,1,1
2.972662750,0,0
2.972663250,1,0
2.972663750,0,1
2.972664250,1,1
2.972664750,0,1
2.972665250,1,1
2.972665750,0,0
2.972666250,1,0
2.972666750,0,0
2.972667250,1,0
2.972667750,0,1
2.972668250,1,1
2.972668500,0,0
2.972669000,1,0
2.972669500,0,0
2.972669750,0,1
2.972670000,1,1
2.972670500,0,0
2.972671000,1,0
2.972671500,0,1
2.972672000,1,1
2.972672500,0,1
2.972673000,1,1
2.972673500,0,0
2.972674000,1,0
2.972674500,0,0
2.972675000,1,0
2.972675500,0,1
2.972676000,1,1
2.972676500,0,0
2.972677000,1,0
2.972677500,0,1
2.972678000,1,1
2.972678500,0,1
2.972678750,1,1
2.972679250,0,0
2.972679750,1,0
2.972680250,0,0
2.972680750,1,0
2.972681250,0,1
2.972681750,1,1
2.972682250,0,0
2.972682750,1,0
2.972683250,0,0
2.972683750,1,0
2.972684250,0,1
2.972684750,1,1
2.972685250,0,1
2.972685750,1,1
2.972686250,0,1
2.972686750,1,1
2.972687250,0,0
2.972687750,1,0
2.972688250,0,0
2.972688750,1,0
2.972689000,0,0
2.972689250,0,1
2.972689500,1,1
2.972690000,0,0
2.972690250,0,1
2.972690500,1,1
2.972691000,0,0
2.972691500,1,0
2.972692000,0,0
2.972692500,1,0
2.972693000,0,1
2.972693500,1,1
2.972694000,0,0
2.972694500,1,0
2.972695000,0,0
2.972695500,1,0
2.972696000,0,1
2.972696500,1,1
2.972696750,1,0
2.972697000,0,1
2.972697500,1,1
2.972698000,0,1
2.972698500,1,1
2.972699000,0,0
2.972699250,1,0
2.972699750,0,0
2.972700250,1,0
2.972700750,0,1
2.972701250,1,1
2.972701750,0,0
2.972702250,1,0
2.972702750,0,0
2.972703250,1,0
2.972703750,0,1
2.972704250,1,1
2.972704750,0,1
2.972705250,1,1
2.972705750,0,1
2.972706250,1,1
2.972706750,0,0
2.972707250,1,0
2.972707750,0,0
2.972708250,1,0
2.972708750,0,1
2.972709250,1,1
2.972709500,0,0
2.972710000,1,0
2.972710500,0,0
2.972710750,0,1
2.972711000,1,1
2.972711500,0,0
2.972712000,1,0
2.972712500,0,0
2.972713000,1,0
2.972713500,0,1
2.972714000,1,1
2.972714500,0,1
2.972715000,1,1
2.972715500,0,1
2.972716000,1,1
2.972716500,0,0
2.972717000,1,0
2.972717500,0,0
2.972718000,1,0
2.972718500,0,0
2.972719000,1,0
2.972719500,0,1
2.972719750,1,1
2.972720250,0,0
2.972720500,0,1
2.972720750,1,1
2.972721250,0,0
2.972721750,1,0
2.972722250,0,1
2.972722750,1,1
2.972723250,0,0
2.972723750,1,0
2.972724250,0,1
2.972724750,1,1
2.972725250,0,1
2.972725750,1,1
2.972726250,0,0
2.972726750,1,0
2.972727250,0,0
2.972727750,1,0
2.972728250,0,0
2.972728750,1,0
2.972729250,0,1
2.972729500,1,1
2.972730000,0,0
2.972730250,0,1
2.972730500,1,1
2.972731000,0,0
2.972731500,1,0
2.972732000,0,0
2.972732500,1,0
2.972733000,0,1
2.972733500,1,1
2.972734000,0,1
2.972734500,1,1
2.972735000,0,0
2.972735500,1,0
2.972736000,0,1
2.972736500,1,1
2.972737000,0,0
2.972737500,1,0
2.972738000,0,1
2.972738500,1,1
2.972739000,0,0
2.972739500,1,0
2.972739750,0,0
2.972740000,0,1
2.972740250,1,1
2.972740750,0,0
2.972741250,1,0
2.972741750,0,0
2.972742250,1,0
2.972742750,0,1
2.972743250,1,1
2.972743750,0,1
2.972744250,1,1
2.972744750,0,1
2.972745250,1,1
2.972745750,0,0
2.972746250,1,0
2.972746750,0,0
2.972747250,1,0
2.972747750,0,0
2.972748250,1,0
2.972748750,0,1
2.972749250,1,1
2.972749750,0,0
2.972750000,1,0
2.972750500,0,0
2.972750750,0,1
2.972751000,1,1
2.972751500,0,0
2.972751750,0,1
2.972752000,1,1
2.972752500,0,0
2.972753000,1,0
2.972753500,0,0
2.972754000,1,0
2.972754500,0,1
2.972755000,1,1
2.972755500,0,1
2.972756000,1,1
2.972756500,0,0
2.972757000,1,0
2.972757500,0,1
2.972758000,1,1
2.972758500,0,0
2.972759000,1,0
2.972759500,0,0
2.972760000,1,0
2.972760250,0,0
2.972760500,0,1
2.972760750,1,1
2.972761250,0,0
2.972761500,0,1
2.972761750,1,1
2.972762250,0,1
2.972762750,1,1
2.972763250,0,0
2.972763750,1,0
2.972764250,0,0
2.972764750,1,0
2.972765250,0,0
2.972765750,1,0
2.972766250,0,1
2.972766750,1,1
2.972767250,0,1
2.972767750,1,1
2.972768250,0,0
2.972768750,1,0
2.972769250,0,0
2.972769750,1,0
2.972770250,0,0
2.972770500,1,0
2.972771000,0,0
2.972771250,0,1
2.972771500,1,1
2.972771750,1,0
2.972772000,0,0
2.972772250,0,1
2.972772500,1,1
2.972773000,0,1
2.972773500,1,1
2.972774000,0,1
2.972774500,1,1
2.972775000,0,0
2.972775500,1,0
2.972776000,0,0
2.972776500,1,0
2.972777000,0,0
2.972777500,1,0
2.972778000,0,1
2.972778500,1,1
2.972779000,0,0
2.972779500,1,0
2.972780000,0,1
2.972780500,1,1
2.972780750,0,0
2.972781000,0,1
2.972781250,1,1
2.972781750,0,0
2.972782250,1,0
2.972782750,0,0
2.972783250,1,0
2.972783750,0,1
2.972784250,1,1
2.972784750,0,1
2.972785250,1,1
2.972785750,0,0
2.972786250,1,0
2.972786750,0,0
2.972787250,1,0
2.972787750,0,1
2.972788250,1,1
2.972788750,0,1
2.972789250,1,1
2.972789750,0,0
2.972790250,1,0
2.972790750,0,0
2.972791000,1,0
2.972791500,0,0
2.972791750,0,1
2.972792000,1,1
2.972792500,0,0
2.972793000,1,0
2.972793500,0,1
2.972794000,1,1
2.972794500,0,1
2.972795000,1,1
2.972795500,0,0
2.972796000,1,0
2.972796500,0,0
2.972797000,1,0
2.972797500,0,1
2.972798000,1,1
2.972798500,0,0
2.972799000,1,0
2.972799500,0,1
2.972800000,1,1
2.972800500,0,1
2.972801000,1,1
2.972801250,0,0
2.972801750,1,0
2.972802250,0,0
2.972802750,1,0
2.972803250,0,1
2.972803750,1,1
2.972804250,0,1
2.972804750,1,1
2.972805250,0,0
2.972805750,1,0
2.972806250,0,0
2.972806750,1,0
2.972807250,0,1
2.972807750,1,1
2.972808250,0,0
2.972808750,1,0
2.972809250,0,1
2.972809750,1,1
2.972810250,0,0
2.972810750,1,0
2.972811250,0,1
2.972811500,1,1
2.972812000,0,0
2.972812250,0,1
2.972812500,1,1
2.972813000,0,0
2.972813500,1,0
2.972814000,0,0
2.972814500,1,0
2.972815000,0,1
2.972815500,1,1
2.972816000,0,0
2.972816500,1,0
2.972817000,0,1
2.972817500,1,1
2.972818000,0,0
2.972818500,1,0
2.972819000,0,1
2.972819500,1,1
2.972820000,0,1
2.972820500,1,1
2.972821000,0,0
2.972821500,1,0
2.972821750,0,0
2.972822250,1,0
2.972822750,0,0
2.972823250,1,0
2.972823750,0,1
2.972824250,1,1
2.972824500,1,0
2.972824750,0,1
2.972825250,1,1
2.972825750,0,1
2.972826250,1,1
2.972826750,0,0
2.972827250,1,0
2.972827750,0,0
2.972828250,1,0
2.972828750,0,1
2.972829250,1,1
2.972829750,0,1
2.972830250,1,1
2.972830750,0,0
2.972831250,1,0
2.972831750,0,0
2.972832000,1,0
2.972832500,0,0
2.972832750,0,1
2.972833000,1,1
2.972833500,0,0
2.972834000,1,0
2.972834500,0,1
2.972835000,1,1
2.972835500,0,0
2.972836000,1,0
2.972836500,0,1
2.972837000,1,1
2.972837500,0,0
2.972838000,1,0
2.972838500,0,0
2.972839000,1,0
2.972839500,0,1
2.972840000,1,1
2.972840500,0,1
2.972841000,1,1
2.972841500,0,1
2.972842000,1,1
2.972842250,0,0
2.972842750,1,0
2.972843250,0,0
2.972843750,1,0
2.972844250,0,1
2.972844750,1,1
2.972845250,0,0
2.972845750,1,0
2.972846250,0,1
2.972846750,1,1
2.972847250,0,1
2.972847750,1,1
2.972848250,0,0
2.972848750,1,0
2.972849250,0,0
2.972849750,1,0
2.972850250,0,0
2.972850750,1,0
2.972851250,0,1
2.972851750,1,1
2.972852000,1,0
2.972852250,0,1
2.972852500,1,1
2.972853000,0,0
2.972853500,1,0
2.972854000,0,0
2.972854500,1,0
2.972855000,0,1
2.972855500,1,1
2.972856000,0,1
2.972856500,1,1
2.972857000,0,0
2.972857500,1,0
2.972858000,0,1
2.972858500,1,1
2.972859000,0,0
2.972859500,1,0
2.972860000,0,1
2.972860500,1,1
2.972861000,0,0
2.972861500,1,0
2.972862000,0,1
2.972862250,1,1
2.972862750,0,0
2.972863000,0,1
2.972863250,1,1
2.972863750,0,0
2.972864250,1,0
2.972864750,0,0
2.972865250,1,0
2.972865750,0,1
2.972866250,1,1
2.972866750,0,0
2.972867250,1,0
2.972867750,0,0
2.972868250,1,0
2.972868750,0,1
2.972869250,1,1
2.972869750,0,1
2.972870250,1,1
2.972870750,0,0
2.972871250,1,0
2.972871750,0,1
2.972872250,1,1
2.972872500,0,0
2.972873000,1,0
2.972873500,0,0
2.972874000,1,0
2.972874500,0,1
2.972875000,1,1
2.972875500,0,1
2.972876000,1,1
2.972876500,0,1
2.972877000,1,1
2.972877500,0,0
2.972878000,1,0
2.972878500,0,0
2.972879000,1,0
2.972879500,0,0
2.972880000,1,0
2.972880500,0,1
2.972881000,1,1
2.972881500,0,1
2.972882000,1,1
2.972882500,0,0
2.972882750,1,0
2.972883250,0,0
2.972883750,1,0
2.972884250,0,0
2.972884500,0,1
2.972884750,1,1
2.972885250,0,1
2.972885750,1,1
2.972886250,0,0
2.972886750,1,0
2.972887250,0,0
2.972887750,1,0
2.972888250,0,1
2.972888750,1,1
2.972889250,0,1
2.972889750,1,1
2.972890250,0,1
2.972890750,1,1
2.972891250,0,0
2.972891750,1,0
2.972892250,0,0
2.972892750,1,0
2.972893000,0,0
2.972893500,1,0
2.972894000,0,0
2.972894250,0,1
2.972894500,1,1
2.972895000,0,1
2.972895500,1,1
2.972896000,0,0
2.972896500,1,0
2.972897000,0,0
2.972897500,1,0
2.972898000,0,1
2.972898500,1,1
2.972899000,0,1
2.972899500,1,1
2.972900000,0,0
2.972900500,1,0
2.972901000,0,0
2.972901500,1,0
2.972902000,0,1
2.972902500,1,1
2.972903000,0,1
2.972903250,1,1
2.972903750,0,0
2.972904000,0,1
2.972904250,1,1
2.972904750,0,0
2.972905250,1,0
2.972905750,0,0
2.972906250,1,0
2.972906750,0,0
2.972907250,1,0
2.972907750,0,0
2.972908250,1,0
2.972908750,0,1
2.972909250,1,1
2.972909500,1,0
2.972909750,0,1
2.972910250,1,1
2.972910750,0,1
2.972911250,1,1
2.972911750,0,0
2.972912250,1,0
2.972912750,0,1
2.972913250,1,1
2.972913500,0,0
2.972914000,1,0
2.972914500,0,0
2.972915000,1,0
2.972915500,0,1
2.972916000,1,1
2.972916500,0,1
2.972917000,1,1
2.972917500,0,0
2.972918000,1,0
2.972918500,0,0
2.972919000,1,0
2.972919500,0,1
2.972920000,1,1
2.972920500,0,1
2.972921000,1,1
2.972921500,0,0
2.972922000,1,0
2.972922500,0,0
2.972923000,1,0
2.972923500,0,1
2.972923750,1,1
2.972924250,0,0
2.972924500,0,1
2.972924750,1,1
2.972925250,0,0
2.972925750,1,0
2.972926250,0,0
2.972926750,1,0
2.972927250,0,1
2.972927750,1,1
2.972928250,0,1
2.972928750,1,1
2.972929250,0,0
2.972929750,1,0
2.972930250,0,0
2.972930750,1,0
2.972931250,0,1
2.972931750,1,1
2.972932250,0,1
2.972932750,1,1
2.972933250,0,0
2.972933750,1,0
2.972934000,0,0
2.972934500,1,0
2.972935000,0,0
2.972935250,0,1
2.972935500,1,1
2.972936000,0,1
2.972936500,1,1
2.972937000,0,0
2.972937500,1,0
2.972938000,0,0
2.972938500,1,0
2.972939000,0,0
2.972939500,1,0
2.972940000,0,1
2.972940500,1,1
2.972941000,0,1
2.972941500,1,1
2.972942000,0,1
2.972942500,1,1
2.972943000,0,0
2.972943500,1,0
2.972944000,0,0
2.972944250,1,0
2.972944750,0,0
2.972945250,1,0
2.972945750,0,1
2.972946250,1,1
2.972946500,1,0
2.972946750,0,1
2.972947250,1,1
2.972947750,0,1
2.972948250,1,1
2.972948750,0,1
2.972949250,1,1
2.972949750,0,0
2.972950250,1,0
2.972950750,0,0
2.972951250,1,0
2.972951750,0,0
2.972952250,1,0
2.972952750,0,1
2.972953250,1,1
2.972953750,0,0
2.972954250,1,0
2.972954500,0,0
2.972954750,0,1
2.972955000,1,1
2.972955500,0,0
2.972956000,1,0
2.972956500,0,1
2.972957000,1,1
2.972957500,0,0
2.972958000,1,0
2.972958500,0,1
2.972959000,1,1
2.972959500,0,1
2.972960000,1,1
2.972960500,0,0
2.972961000,1,0
2.972961500,0,0
2.972962000,1,0
2.972962500,0,0
2.972963000,1,0
2.972963500,0,1
2.972964000,1,1
2.972964500,0,1
2.972964750,1,1
2.972965250,0,0
2.972965750,1,0
2.972966250,0,1
2.972966750,1,1
2.972967250,0,1
2.972967750,1,1
2.972968250,0,0
2.972968750,1,0
2.972969250,0,0
2.972969750,1,0
2.972970250,0,1
2.972970750,1,1
2.972971250,0,0
2.972971750,1,0
2.972972250,0,1
2.972972750,1,1
2.972973250,0,0
2.972973750,1,0
2.972974250,0,0
2.972974750,1,0
2.972975000,0,0
2.972975250,0,1
2.972975500,1,1
2.972976000,0,0
2.972976250,0,1
2.972976500,1,1
2.972977000,0,1
2.972977500,1,1
2.972978000,0,0
2.972978500,1,0
2.972979000,0,0
2.972979500,1,0
2.972980000,0,1
2.972980500,1,1
2.972981000,0,1
2.972981500,1,1
2.972982000,0,0
2.972982500,1,0
2.972983000,0,0
2.972983500,1,0
2.972984000,0,1
2.972984500,1,1
2.972985000,0,0
2.972985250,1,0
2.972985750,0,0
2.972986250,1,0
2.972986750,0,1
2.972987250,1,1
2.972987750,0,1
2.972988250,1,1
2.972988750,0,0
2.972989250,1,0
2.972989750,0,1
2.972990250,1,1
2.972990750,0,0
2.972991250,1,0
2.972991750,0,1
2.972992250,1,1
2.972992750,0,0
2.972993250,1,0
2.972993750,0,1
2.972994250,1,1
2.972994750,0,0
2.972995000,1,0
2.972995500,0,0
2.972996000,1,0
2.972996500,0,0
2.972996750,0,1
2.972997000,1,1
2.972997500,0,1
2.972998000,1,1
2.972998500,0,1
2.972999000,1,1
2.972999500,0,0
2.973000000,1,0
2.973000500,0,0
2.973001000,1,0
2.973001500,0,1
2.973002000,1,1
2.973002500,0,0
2.973003000,1,0
2.973003500,0,0
2.973004000,1,0
2.973004500,0,1
2.973005000,1,1
2.973005250,0,0
2.973005500,0,1
2.973005750,1,1
2.973006250,0,0
2.973006750,1,0
2.973007250,0,1
2.973007750,1,1
2.973008250,0,0
2.973008750,1,0
2.973009250,0,0
2.973009750,1,0
2.973010250,0,1
2.973010750,1,1
2.973011250,0,1
2.973011750,1,1
2.973012250,0,1
2.973012750,1,1
2.973013250,0,0
2.973013750,1,0
2.973014250,0,0
2.973014750,1,0
2.973015250,0,0
2.973015500,1,0
2.973016000,0,0
2.973016250,0,1
2.973016500,1,1
2.973017000,0,0
2.973017250,0,1
2.973017500,1,1
2.973018000,0,0
2.973018500,1,0
2.973019000,0,0
2.973019500,1,0
2.973020000,0,1
2.973020500,1,1
2.973021000,0,1
2.973021500,1,1
2.973022000,0,0
2.973022500,1,0
2.973023000,0,1
2.973023500,1,1
2.973024000,0,0
2.973024500,1,0
2.973025000,0,0
2.973025500,1,0
2.973025750,0,0
2.973026000,0,1
2.973026250,1,1
2.973026750,0,0
2.973027000,0,1
2.973027250,1,1
2.973027750,0,0
2.973028250,1,0
2.973028750,0,1
2.973029250,1,1
2.973029750,0,0
2.973030250,1,0
2.973030750,0,1
2.973031250,1,1
2.973031750,0,0
2.973032250,1,0
2.973032750,0,0
2.973033250,1,0
2.973033750,0,1
2.973034250,1,1
2.973034750,0,1
2.973035250,1,1
2.973035750,0,0
2.973036000,1,0
2.973036500,0,0
2.973037000,1,0
2.973037500,0,0
2.973037750,0,1
2.973038000,1,1
2.973038500,0,1
2.973039000,1,1
2.973039500,0,0
2.973040000,1,0
2.973040500,0,0
2.973041000,1,0
2.973041500,0,1
2.973042000,1,1
2.973042500,0,1
2.973043000,1,1
2.973043500,0,1
2.973044000,1,1
2.973044500,0,0
2.973045000,1,0
2.973045500,0,0
2.973046000,1,0
2.973046250,0,0
2.973046750,1,0
2.973047250,0,0
2.973047750,1,0
2.973048250,0,1
2.973048750,1,1
2.973049000,1,0
2.973049250,0,1
2.973049750,1,1
2.973050250,0,0
2.973050750,1,0
2.973051250,0,1
2.973051750,1,1
2.973052250,0,1
2.973052750,1,1
2.973053250,0,0
2.973053750,1,0
2.973054250,0,0
2.973054750,1,0
2.973055250,0,1
2.973055750,1,1
2.973056250,0,1
2.973056500,1,1
2.973057000,0,0
2.973057500,1,0
2.973058000,0,1
2.973058500,1,1
2.973059000,0,0
2.973059500,1,0
2.973060000,0,0
2.973060500,1,0
2.973061000,0,1
2.973061500,1,1
2.973062000,0,1
2.973062500,1,1
2.973063000,0,0
2.973063500,1,0
2.973064000,0,0
2.973064500,1,0
2.973065000,0,1
2.973065500,1,1
2.973066000,0,1
2.973066500,1,1
2.973066750,0,0
2.973067250,1,0
2.973067750,0,0
2.973068250,1,0
2.973068750,0,1
2.973069250,1,1
2.973069750,0,1
2.973070250,1,1
2.973070750,0,0
2.973071250,1,0
2.973071750,0,0
2.973072250,1,0
2.973072750,0,0
2.973073250,1,0
2.973073750,0,1
2.973074250,1,1
2.973074750,0,1
2.973075250,1,1
2.973075750,0,1
2.973076250,1,1
2.973076750,0,0
2.973077000,1,0
2.973077500,0,0
2.973078000,1,0
2.973078500,0,1
2.973079000,1,1
2.973079500,0,1
2.973080000,1,1
2.973080500,0,0
2.973081000,1,0
2.973081500,0,0
2.973082000,1,0
2.973082500,0,0
2.973083000,1,0
2.973083500,0,1
2.973084000,1,1
2.973084500,0,1
2.973085000,1,1
2.973085500,0,1
2.973086000,1,1
2.973086500,0,0
2.973087000,1,0
2.973087250,0,0
2.973087750,1,0
2.973088250,0,0
2.973088500,0,1
2.973088750,1,1
2.973089250,0,1
2.973089750,1,1
2.973090250,0,0
2.973090750,1,0
2.973091250,0,0
2.973091750,1,0
2.973092250,0,1
2.973092750,1,1
2.973093250,0,0
2.973093750,1,0
2.973094250,0,1
2.973094750,1,1
2.973095250,0,1
2.973095750,1,1
2.973096250,0,0
2.973096750,1,0
2.973097250,0,0
2.973097500,1,0
2.973098000,0,0
2.973098500,1,0
2.973099000,0,1
2.973099500,1,1
2.973100000,0,1
2.973100500,1,1
2.973101000,0,0
2.973101500,1,0
2.973102000,0,1
2.973102500,1,1
2.973103000,0,0
2.973103500,1,0
2.973104000,0,0
2.973104500,1,0
2.973105000,0,1
2.973105500,1,1
2.973106000,0,1
2.973106500,1,1
2.973107000,0,1
2.973107250,1,1
2.973107750,0,0
2.973108250,1,0
2.973108750,0,0
2.973109000,0,1
2.973109250,1,1
2.973109750,0,0
2.973110250,1,0
2.973110750,0,0
2.973111250,1,0
2.973111750,0,1
2.973112250,1,1
2.973112750,0,1
2.973113250,1,1
2.973113750,0,0
2.973114250,1,0
2.973114750,0,0
2.973115250,1,0
2.973115750,0,0
2.973116250,1,0
2.973116750,0,1
2.973117250,1,1
2.973117500,1,0
2.973117750,0,1
2.973118000,1,1
2.973118500,0,0
2.973119000,1,0
2.973119500,0,0
2.973120000,1,0
2.973120500,0,1
2.973121000,1,1
2.973121500,0,1
2.973122000,1,1
2.973122500,0,0
2.973123000,1,0
2.973123500,0,0
2.973124000,1,0
